TITLE = "FLOW5 data"
Variables = "X","Y","P","U","V"
Zone N = 441, E = 800, DATAPACKING = POINT, ZONETYPE = FETRIANGLE
   0.000000E+00   0.000000E+00   -48.7102       0.000000E+00   0.000000E+00
   0.000000E+00   0.500000E-01   -48.6598       0.272748E-22   0.132656E-22
   0.000000E+00   0.100000       -48.6093       0.456584E-23   0.189732E-22
   0.000000E+00   0.150000       -48.5281       0.131087E-22  -0.290080E-22
   0.000000E+00   0.200000       -48.4468       0.198564E-22   0.213704E-22
   0.000000E+00   0.250000       -48.4267      -0.496563E-23   0.297311E-22
   0.000000E+00   0.300000       -48.4067       0.109331E-35  -0.292011E-23
   0.000000E+00   0.350000       -48.4850      -0.845584E-23  -0.673605E-23
   0.000000E+00   0.400000       -48.5634      -0.137256E-22   0.186027E-22
   0.000000E+00   0.450000       -48.7723       0.481601E-22   0.154660E-23
   0.000000E+00   0.500000       -48.9812      -0.148501E-22   0.573101E-22
   0.000000E+00   0.550000       -49.4783       0.696762E-23   0.374208E-22
   0.000000E+00   0.600000       -49.9754      -0.376760E-22   0.823889E-24
   0.000000E+00   0.650000       -50.9381      -0.799580E-22   0.175840E-22
   0.000000E+00   0.700000       -51.9009      -0.179817E-23   0.169431E-23
   0.000000E+00   0.750000       -52.5500      -0.767366E-23  -0.314026E-22
   0.000000E+00   0.800000       -53.1991       0.274963E-22  -0.737993E-22
   0.000000E+00   0.850000       -64.1060       0.183711E-22   0.286631E-22
   0.000000E+00   0.900000       -75.0129      -0.128825E-22  -0.101370E-22
   0.000000E+00   0.950000       -87.6755       0.496308E-23   0.297785E-22
   0.000000E+00    1.00000       -100.338        1.00000       0.000000E+00
   0.500000E-01   0.000000E+00   -48.7597       0.509608E-23  -0.126128E-23
   0.500000E-01   0.500000E-01   -48.7104      -0.185731E-03   0.174988E-03
   0.500000E-01   0.100000       -48.6599      -0.121342E-02   0.204227E-02
   0.500000E-01   0.150000       -48.6293      -0.217502E-02   0.513097E-02
   0.500000E-01   0.200000       -48.5480      -0.302359E-02   0.101322E-01
   0.500000E-01   0.250000       -48.5798      -0.382865E-02   0.166495E-01
   0.500000E-01   0.300000       -48.5597      -0.461204E-02   0.246998E-01
   0.500000E-01   0.350000       -48.6871      -0.547378E-02   0.342269E-01
   0.500000E-01   0.400000       -48.7655      -0.636579E-02   0.454434E-01
   0.500000E-01   0.450000       -49.0444      -0.727666E-02   0.582166E-01
   0.500000E-01   0.500000       -49.2533      -0.832378E-02   0.732039E-01
   0.500000E-01   0.550000       -49.7761      -0.993141E-02   0.902063E-01
   0.500000E-01   0.600000       -50.2732      -0.117332E-01   0.108985    
   0.500000E-01   0.650000       -51.0988      -0.142248E-01   0.131101    
   0.500000E-01   0.700000       -52.0615      -0.147917E-01   0.157544    
   0.500000E-01   0.750000       -54.0050      -0.790571E-02   0.178835    
   0.500000E-01   0.800000       -54.6541      -0.819823E-02   0.210488    
   0.500000E-01   0.850000       -57.4982      -0.544123E-01   0.272221    
   0.500000E-01   0.900000       -68.4051      -0.494471E-01   0.227167    
   0.500000E-01   0.950000       -67.2433       0.153900       0.153900    
   0.500000E-01    1.00000       -79.9059        1.00000       0.000000E+00
   0.100000       0.000000E+00   -48.8092       0.000000E+00  -0.751666E-23
   0.100000       0.500000E-01   -48.7598      -0.203152E-02   0.115124E-02
   0.100000       0.100000       -48.7105      -0.502275E-02   0.489024E-02
   0.100000       0.150000       -48.6799      -0.825828E-02   0.111486E-01
   0.100000       0.200000       -48.6492      -0.111514E-01   0.199866E-01
   0.100000       0.250000       -48.6810      -0.140353E-01   0.314766E-01
   0.100000       0.300000       -48.7128      -0.167980E-01   0.452446E-01
   0.100000       0.350000       -48.8402      -0.197944E-01   0.616317E-01
   0.100000       0.400000       -48.9675      -0.228149E-01   0.804117E-01
   0.100000       0.450000       -49.2464      -0.262683E-01   0.102049    
   0.100000       0.500000       -49.5253      -0.296893E-01   0.126129    
   0.100000       0.550000       -50.0482      -0.339156E-01   0.153183    
   0.100000       0.600000       -50.5711      -0.376719E-01   0.181623    
   0.100000       0.650000       -51.3966      -0.418312E-01   0.213262    
   0.100000       0.700000       -52.2222      -0.450462E-01   0.247708    
   0.100000       0.750000       -54.1656      -0.489632E-01   0.282649    
   0.100000       0.800000       -56.1091      -0.435980E-01   0.304183    
   0.100000       0.850000       -58.9532      -0.313509E-01   0.306975    
   0.100000       0.900000       -61.7972       0.332821E-01   0.237848    
   0.100000       0.950000       -60.6355       0.344894       0.100913    
   0.100000        1.00000       -59.4738        1.00000       0.000000E+00
   0.150000       0.000000E+00   -48.8720       0.000000E+00   0.160740E-22
   0.150000       0.500000E-01   -48.7936      -0.499808E-02   0.200546E-02
   0.150000       0.100000       -48.7443      -0.110720E-01   0.759979E-02
   0.150000       0.150000       -48.7250      -0.170762E-01   0.161209E-01
   0.150000       0.200000       -48.6944      -0.228142E-01   0.278236E-01
   0.150000       0.250000       -48.7411      -0.283921E-01   0.424460E-01
   0.150000       0.300000       -48.7729      -0.339028E-01   0.599395E-01
   0.150000       0.350000       -48.9069      -0.395763E-01   0.803044E-01
   0.150000       0.400000       -49.0342      -0.453604E-01   0.103513    
   0.150000       0.450000       -49.2921      -0.514728E-01   0.129560    
   0.150000       0.500000       -49.5710      -0.575435E-01   0.158003    
   0.150000       0.550000       -49.9951      -0.638214E-01   0.188754    
   0.150000       0.600000       -50.5179      -0.690259E-01   0.220239    
   0.150000       0.650000       -51.1925      -0.726905E-01   0.251566    
   0.150000       0.700000       -52.0180      -0.732247E-01   0.279770    
   0.150000       0.750000       -52.8981      -0.715152E-01   0.302966    
   0.150000       0.800000       -54.8416      -0.529778E-01   0.298986    
   0.150000       0.850000       -55.1801      -0.216116E-02   0.270980    
   0.150000       0.900000       -58.0241       0.135950       0.187405    
   0.150000       0.950000       -56.7805       0.459609       0.677113E-01
   0.150000        1.00000       -55.6188        1.00000       0.000000E+00
   0.200000       0.000000E+00   -48.9348       0.000000E+00  -0.132515E-21
   0.200000       0.500000E-01   -48.8564      -0.930188E-02   0.246349E-02
   0.200000       0.100000       -48.7780      -0.188763E-01   0.909803E-02
   0.200000       0.150000       -48.7588      -0.281284E-01   0.191645E-01
   0.200000       0.200000       -48.7395      -0.368876E-01   0.323499E-01
   0.200000       0.250000       -48.7863      -0.454367E-01   0.486041E-01
   0.200000       0.300000       -48.8330      -0.538359E-01   0.676570E-01
   0.200000       0.350000       -48.9670      -0.623985E-01   0.896627E-01
   0.200000       0.400000       -49.1009      -0.708896E-01   0.114233    
   0.200000       0.450000       -49.3588      -0.794999E-01   0.141385    
   0.200000       0.500000       -49.6167      -0.874464E-01   0.170174    
   0.200000       0.550000       -50.0408      -0.945699E-01   0.200141    
   0.200000       0.600000       -50.4648      -0.992246E-01   0.229366    
   0.200000       0.650000       -51.1393      -0.100152       0.255762    
   0.200000       0.700000       -51.8138      -0.934192E-01   0.274606    
   0.200000       0.750000       -52.6939      -0.738725E-01   0.279974    
   0.200000       0.800000       -53.5741      -0.310206E-01   0.260639    
   0.200000       0.850000       -53.9126       0.671144E-01   0.210387    
   0.200000       0.900000       -54.2511       0.244399       0.131473    
   0.200000       0.950000       -53.0075       0.551931       0.417057E-01
   0.200000        1.00000       -51.7638        1.00000       0.000000E+00
   0.250000       0.000000E+00   -48.9114       0.142345E-22  -0.128787E-22
   0.250000       0.500000E-01   -48.8336      -0.143324E-01   0.266978E-02
   0.250000       0.100000       -48.7552      -0.276654E-01   0.963575E-02
   0.250000       0.150000       -48.7409      -0.400630E-01   0.200589E-01
   0.250000       0.200000       -48.7217      -0.517700E-01   0.334403E-01
   0.250000       0.250000       -48.7621      -0.631361E-01   0.496590E-01
   0.250000       0.300000       -48.8089      -0.742914E-01   0.684593E-01
   0.250000       0.350000       -48.9143      -0.854401E-01   0.898457E-01
   0.250000       0.400000       -49.0482      -0.962980E-01   0.113376    
   0.250000       0.450000       -49.2356      -0.106719       0.138856    
   0.250000       0.500000       -49.4935      -0.115673       0.165114    
   0.250000       0.550000       -49.7793      -0.122304       0.191365    
   0.250000       0.600000       -50.2033      -0.124324       0.214970    
   0.250000       0.650000       -50.5690      -0.119524       0.234140    
   0.250000       0.700000       -51.2435      -0.102255       0.242652    
   0.250000       0.750000       -51.5576      -0.656009E-01   0.237737    
   0.250000       0.800000       -52.4378       0.412457E-02   0.210233    
   0.250000       0.850000       -52.4006       0.128438       0.160634    
   0.250000       0.900000       -52.7391       0.326062       0.963241E-01
   0.250000       0.950000       -52.2424       0.620212       0.291120E-01
   0.250000        1.00000       -50.9988        1.00000       0.000000E+00
   0.300000       0.000000E+00   -48.8880       0.000000E+00   0.215247E-22
